term,doc,tfidf
принадлежность,72,0.002604
принести,13,0.001353
принести,36,0.002563
принести,40,0.001477
принести,42,0.002867
принести,83,0.004009
принести,92,0.00278
принимать,10,0.001568
принимать,11,0.000939
принимать,13,0.001185
принимать,14,0.001849
принимать,16,0.00102
принимать,18,0.000498
принимать,2,0.000964
принимать,20,0.000471
принимать,21,0.002013
принимать,28,0.000418
принимать,3,0.000504
принимать,30,0.000486
принимать,31,0.000455
принимать,33,0.000876
принимать,37,0.001917
принимать,38,0.001016
принимать,41,0.001442
принимать,42,0.000837
принимать,44,0.001028
принимать,49,0.000809
принимать,51,0.000759
принимать,52,0.000413
принимать,53,0.000513
принимать,57,0.00044
принимать,6,0.000419
принимать,66,0.001803
принимать,67,0.000375
принимать,69,0.000252
принимать,70,0.001293
принимать,71,0.00052
принимать,72,0.001661
принимать,74,0.001689
принимать,77,0.000781
принимать,78,0.001109
принимать,79,0.000419
принимать,80,0.000475
принимать,85,0.000461
принимать,86,0.00076
принимать,87,0.000351
принимать,88,0.000177
принимать,95,0.000521
принимать,97,0.000851
принимать,98,0.000725
принимать,99,0.000737
приниматься,16,0.000875
приниматься,21,0.001725
приниматься,44,0.003522
приниматься,53,0.001758
приниматься,72,0.001139
приниматься,88,0.000605
приносить,16,0.002862
приносить,21,0.001411
приносить,28,0.001172
приносить,30,0.001363
приносить,31,0.001276
приносить,4,0.001326
приносить,51,0.002128
приносить,60,0.002185
приносить,79,0.001174
приносить,95,0.001462
принт,90,0.002657
принтер,15,0.00251
принтер,28,0.004686
принтер,36,0.001048
принтер,46,0.005457
принтер,54,0.005008
принтер,7,0.0014
принтер,79,0.001174
принтер,84,0.001209
принтер,88,0.001483
принтер,92,0.00455
принц,63,0.009663
принц,65,0.004749
принцип,13,0.000686
принцип,16,0.000444
принцип,20,0.000819
принцип,21,0.00175
принцип,22,0.000773
принцип,27,0.002212
принцип,31,0.000791
принцип,4,0.002466
принцип,40,0.002249
принцип,41,0.000627
принцип,42,0.001454
принцип,45,0.001237
принцип,48,0.001065
принцип,54,0.000776
принцип,56,0.003015
принцип,60,0.016248
принцип,72,0.001155
принцип,74,0.000734
принцип,8,0.000695
принцип,87,0.00244
принцип,90,0.001647
принцип,91,0.000798
принцип,92,0.00141
принцип,94,0.00125
принципиально,15,0.001533
принципиально,3,0.001727
принципиально,5,0.001398
принципиально,86,0.002605
принципиально,88,0.000605
принципиально,9,0.001587
принципиальный,42,0.003986
принципиальный,79,0.001995
принятие,14,0.001497
принятие,16,0.002478
принятие,29,0.001667
принятие,37,0.003103
принятие,74,0.002734
принятие,80,0.004622
принятие,89,0.002189
принять,100,0.001481
принять,11,0.001841
принять,19,0.001008
принять,23,0.000905
принять,29,0.001009
принять,32,0.001101
принять,36,0.000732
принять,38,0.000995
принять,46,0.001907
принять,48,0.001201
принять,53,0.001006
принять,59,0.001655
принять,63,0.000795
принять,67,0.000367
принять,68,0.001487
принять,71,0.001529
принять,74,0.001655
принять,75,0.001001
принять,82,0.000962
принять,84,0.000845
приобрести,30,0.001773
приобрести,43,0.003727
приобрести,50,0.004206
приобрести,55,0.001738
приобрести,71,0.00095
приобретать,1,0.001344
приобретать,11,0.002755
приобретать,23,0.001353
приобретать,32,0.001647
приобретать,34,0.001346
приобретать,51,0.001112
приобретать,60,0.00457
приобретать,71,0.001524
приобретать,72,0.000975
приобретение,60,0.003055
приобретение,61,0.003924
приобретение,71,0.005095
приобретение,96,0.002092
приоритет,16,0.001371
приоритет,37,0.000859
приоритет,4,0.001271
приоритет,5,0.001097
приоритет,65,0.00268
приоритет,71,0.0007
приоритет,73,0.003227
приоритет,76,0.001205
приоритет,9,0.001245
приоритет,93,0.001673
приоритет,94,0.001934
приоритетный,65,0.00851
приоритетный,67,0.000799
приоритетный,98,0.003096
приоритизация,54,0.002505
приостанавливать,69,0.012724
приостановить,21,0.001973
приостановить,29,0.002018
приостановить,69,0.000988
приостановить,71,0.00102
приостановка,5,0.002289
припадок,36,0.002095
припереться,36,0.002095
приподнять,78,0.006222
припомнить,84,0.002418
приправить,12,0.002314
приправить,54,0.001908
приправить,8,0.001708
приравнять,37,0.001791
природа,18,0.001193
