term,doc,tfidf
дорога,5,0.000852
дорога,51,0.000792
дорога,54,0.000933
дорога,6,0.005249
дорога,67,0.000391
дорога,7,0.001043
дорога,78,0.002317
дорога,86,0.002384
дорога,9,0.0029
дорога,95,0.001089
дорого,13,0.00102
дорого,22,0.001149
дорого,25,0.001298
дорого,3,0.002606
дорого,43,0.001319
дорого,48,0.001582
дорого,52,0.001066
дорого,55,0.00123
дорого,77,0.002016
дорого,89,0.005235
дорого,90,0.001223
дорого,99,0.001904
дорогой,12,0.00103
дорогой,13,0.000751
дорогой,16,0.000969
дорогой,17,0.00251
дорогой,2,0.000916
дорогой,23,0.001754
дорогой,3,0.000958
дорогой,30,0.001846
дорогой,31,0.000865
дорогой,35,0.001696
дорогой,41,0.000685
дорогой,48,0.001164
дорогой,50,0.002191
дорогой,52,0.00157
дорогой,61,0.000381
дорогой,64,0.001598
дорогой,77,0.004451
дорогой,79,0.000796
дорогой,85,0.001756
дорогой,89,0.005138
дорогой,93,0.001183
дорогостоящий,48,0.002918
дорогостоящий,58,0.003403
дорожать,23,0.001684
дорожать,3,0.001839
дорожать,38,0.001851
дорожать,67,0.000683
дорожать,77,0.005695
дорожка,7,0.0028
дорожный,33,0.001417
дорожный,41,0.003505
дорожный,56,0.001404
дорожный,61,0.001944
дорожный,73,0.001944
дорожный,78,0.003593
дорожный,95,0.001689
дортех,61,0.003366
доска,13,0.001353
доска,24,0.003207
доска,36,0.00128
доска,41,0.001235
доска,74,0.001446
доска,92,0.00278
досрочно,63,0.002275
досрочный,58,0.004006
доставать,15,0.001911
доставать,16,0.001091
доставать,6,0.001788
доставить,23,0.001495
доставить,29,0.001667
доставить,5,0.001322
доставить,61,0.001298
доставить,65,0.006454
доставить,67,0.000606
доставить,68,0.002457
доставка,26,0.001704
доставка,30,0.003918
доставка,40,0.002318
доставка,43,0.001373
доставка,44,0.001382
доставка,6,0.001126
доставка,67,0.000503
доставка,77,0.002099
доставка,82,0.00132
доставка,86,0.001022
доставка,9,0.001245
доставлять,40,0.001573
доставлять,67,0.000683
доставлять,7,0.001821
доставлять,85,0.001684
доставлять,87,0.001282
доставщик,6,0.002349
достаточно,10,0.001003
достаточно,12,0.001386
достаточно,15,0.001144
достаточно,16,0.000326
достаточно,19,0.000657
достаточно,24,0.000598
достаточно,26,0.00081
достаточно,27,0.000543
достаточно,28,0.000534
достаточно,30,0.000621
достаточно,31,0.000582
достаточно,33,0.00056
достаточно,40,0.000551
достаточно,43,0.000653
достаточно,45,0.00091
достаточно,46,0.000621
достаточно,48,0.000783
достаточно,5,0.001564
достаточно,52,0.000528
достаточно,54,0.001142
достаточно,6,0.000535
достаточно,62,0.000943
достаточно,70,0.001653
достаточно,73,0.000767
достаточно,79,0.001072
достаточно,8,0.000511
достаточно,80,0.000608
достаточно,82,0.000628
достаточно,84,0.001103
достаточно,85,0.00059
достаточно,86,0.000486
достаточно,89,0.001728
достаточно,93,0.000796
достаточно,94,0.00092
достаточно,98,0.00371
достаточность,47,0.006697
достаточность,72,0.001584
достаточный,16,0.000875
достаточный,37,0.001094
достаточный,50,0.00395
достаточный,71,0.000892
достаточный,74,0.001446
достаточный,86,0.001303
достать,26,0.002707
достать,6,0.001788
достать,69,0.001077
достаться,12,0.002314
достаться,84,0.001841
достаться,99,0.003149
достигаемый,25,0.002818
достигать,13,0.001215
достигать,22,0.001369
достигать,25,0.001546
достигать,30,0.001495
достигать,33,0.001346
достигать,38,0.001561
достигать,42,0.002574
достигать,59,0.002596
достигаться,29,0.002453
достигаться,45,0.006787
достигнуть,15,0.000851
достигнуть,23,0.000877
достигнуть,3,0.000958
достигнуть,30,0.000924
достигнуть,32,0.001067
достигнуть,34,0.000872
достигнуть,37,0.000607
достигнуть,41,0.000685
достигнуть,42,0.00159
достигнуть,43,0.000971
достигнуть,44,0.000977
достигнуть,6,0.000796
достигнуть,63,0.000771
достигнуть,68,0.001442
достигнуть,69,0.000479
достигнуть,73,0.002282
достигнуть,8,0.00076
достигнуть,83,0.002224
достигнуть,84,0.000819
достигнуть,85,0.001756
достигнуть,99,0.002804
достижение,14,0.001497
достижение,44,0.001665
достижение,61,0.001298
достижение,72,0.008611
достижение,76,0.001452
достижение,83,0.003789
достижение,86,0.001231
достоверно,96,0.002993
достоверность,27,0.001549
достоверность,34,0.001675
достоверность,37,0.001165
достоверность,44,0.001875
достоверность,71,0.00095
достоверный,37,0.001364
достоверный,71,0.001112
достоверный,74,0.001802
достоевский,13,0.005645
достоевский,34,0.004374
достоинство,88,0.00099
достойно,52,0.002316
достопримечательность,67,0.002105
достроить,84,0.002418
доступ,1,0.001063
доступ,10,0.000606
доступ,100,0.001168
доступ,11,0.000726
доступ,12,0.000419
доступ,13,0.000305
доступ,19,0.000795
доступ,22,0.000344
доступ,23,0.00107
доступ,24,0.001447
доступ,25,0.002331
доступ,28,0.000969
доступ,29,0.000398
доступ,30,0.000751
доступ,33,0.001016
доступ,34,0.00071
доступ,37,0.0042
доступ,4,0.001463
доступ,41,0.000557
доступ,42,0.001295
доступ,43,0.000395
доступ,44,0.001988
доступ,46,0.000376
доступ,47,0.00163
доступ,48,0.000474
доступ,5,0.000631
доступ,51,0.000293
доступ,52,0.000319
доступ,54,0.000691
доступ,55,0.000368
доступ,56,0.000335
доступ,57,0.000681
доступ,58,0.000552
доступ,61,0.000619
доступ,66,0.002788
доступ,71,0.005227
доступ,72,0.004111
доступ,74,0.002938
доступ,75,0.001185
доступ,79,0.000648
доступ,8,0.001856
доступ,80,0.000368
доступ,83,0.001809
доступ,84,0.000333
доступ,85,0.000357
доступ,88,0.000272
доступ,89,0.000523
доступ,90,0.000366
доступ,91,0.001065
доступ,93,0.000481
доступ,95,0.000403
доступ,98,0.000561
доступ,99,0.00057
доступно,100,0.002447
доступно,2,0.001561
доступно,74,0.001367
доступно,85,0.001495
доступно,91,0.001487
доступно,97,0.001377
доступно,98,0.009398
доступность,11,0.002889
доступность,28,0.001286
доступность,37,0.000983
доступность,46,0.001495
доступность,54,0.001374
доступность,67,0.000576
доступность,79,0.001288
доступность,94,0.002213
доступный,10,0.000806
доступный,100,0.002329
доступный,11,0.000966
доступный,12,0.000557
доступный,16,0.000262
доступный,17,0.000679
доступный,21,0.001035
доступный,26,0.000652
доступный,28,0.00043
доступный,34,0.000472
доступный,35,0.000917
доступный,36,0.000384
доступный,37,0.001971
доступный,4,0.000972
доступный,44,0.001057
доступный,45,0.000732
доступный,47,0.000722
доступный,5,0.000419
доступный,52,0.000425
доступный,54,0.000459
доступный,55,0.00049
доступный,58,0.001468
доступный,60,0.006406
доступный,63,0.000417
доступный,67,0.000386
доступный,7,0.000513
доступный,71,0.001336
доступный,72,0.000342
доступный,74,0.00217
доступный,75,0.00105
доступный,8,0.000411
доступный,81,0.000892
доступный,82,0.000505
доступный,85,0.000474
доступный,86,0.000782
доступный,88,0.000181
доступный,89,0.000695
доступный,9,0.000951
доступный,91,0.001416
доступный,92,0.000834
доступный,93,0.00064
доступный,94,0.002217
доступный,98,0.004473
досуг,19,0.001761
досуг,25,0.001722
досуг,28,0.001432
досуг,61,0.002057
досуг,67,0.000641
досуг,9,0.001587
досудебный,60,0.003713
досудебный,71,0.00124
досье,63,0.002275
дотационный,93,0.003491
дотягивать,35,0.005006
дофамин,13,0.001441
дофамин,49,0.004431
дофамин,81,0.003166
дофамин,83,0.004269
дофамин,96,0.005845
дофаминовый,85,0.002588
доход,17,0.001335
доход,30,0.000983
доход,33,0.000885
доход,38,0.001026
доход,46,0.000983
доход,5,0.004951
доход,57,0.00089
доход,58,0.004333
доход,59,0.003413
доход,60,0.006302
доход,61,0.000405
доход,63,0.00082
доход,7,0.00101
доход,70,0.03923
доход,73,0.019424
доход,79,0.001696
доход,89,0.0041
доход,9,0.001872
доход,95,0.001055
доходимость,51,0.002128
доходить,15,0.001449
доходить,27,0.001375
доходить,40,0.001396
доходить,52,0.001338
доходить,9,0.0015
доходить,90,0.001534
доходить,96,0.001729
доходность,58,0.003051
доходность,60,0.006655
доходность,67,0.001602
доходный,67,0.002105
доходчиво,55,0.002269
доходчиво,75,0.002433
дочерний,37,0.001165
дочерний,4,0.003451
дочерний,56,0.003166
дочерний,64,0.003068
дочерний,87,0.002561
дочитать,41,0.001717
дочитать,52,0.001968
дочка,28,0.004912
дочка,30,0.005714
дочка,4,0.001854
дочка,54,0.003502
дочь,63,0.00455
дощечка,84,0.002418
др,26,0.002485
др,71,0.002038
др,75,0.002002
др,80,0.001864
драгоценный,52,0.002316
драйв,67,0.000892
драйв,75,0.002433
драйвер,21,0.00163
драйвер,26,0.002053
драйвер,28,0.001354
драйвер,40,0.001396
драйвер,52,0.001338
драйвер,67,0.001215
драйвер,77,0.002529
драка,6,0.002349
дракон,15,0.002132
дракон,26,0.00604
драма,22,0.001624
драма,23,0.001684
драма,30,0.001773
драма,6,0.001528
драма,85,0.001684
драматический,52,0.002316
драматичный,14,0.001812
драматичный,43,0.002002
драматичный,51,0.001487
драматичный,97,0.001667
древесина,61,0.001124
древний,15,0.001203
древний,29,0.001384
древний,48,0.001647
древний,49,0.001088
древний,5,0.001097
древний,50,0.003099
древний,6,0.001126
древний,67,0.000503
древний,87,0.000945
древний,89,0.001817
древний,93,0.001673
древность,40,0.004108
древность,84,0.002054
дрейф,56,0.001851
дрейф,8,0.001708
дрейф,80,0.00203
дремать,48,0.003435
дробить,11,0.004475
дробить,16,0.001217
дробова,67,0.00105
дробот,86,0.001811
дробот,87,0.001674
дрова,9,0.002597
дровяной,67,0.002105
дрогнуть,91,0.002574
дрожать,14,0.002593
дрозденко,65,0.005591
дрозофила,82,0.002754
дрон,53,0.004986
дрон,6,0.002712
дрон,64,0.008167
дрон,65,0.016136
дрон,69,0.0645
дрон,73,0.001944
дрон,82,0.007951
дронов,55,0.002671
дроп,18,0.002375
дроп,51,0.001807
дроссель,84,0.002418
дрочить,51,0.002128
друг,1,0.000709
друг,10,0.004245
друг,100,0.000584
друг,11,0.000726
друг,12,0.000838
друг,14,0.000715
друг,15,0.000692
друг,16,0.000789
друг,17,0.001021
друг,18,0.001927
друг,2,0.000745
друг,21,0.000389
друг,23,0.001427
друг,24,0.000724
друг,28,0.001292
друг,29,0.000797
друг,3,0.00039
друг,30,0.000751
друг,32,0.001303
друг,34,0.000355
друг,35,0.00138
друг,36,0.000867
друг,37,0.000247
друг,43,0.00079
друг,45,0.002753
друг,47,0.000543
друг,49,0.000626
друг,51,0.000293
друг,52,0.000319
друг,53,0.001587
друг,54,0.001035
друг,55,0.000736
друг,57,0.001022
друг,61,0.000155
друг,62,0.001141
друг,67,0.00087
друг,7,0.000386
друг,70,0.0005
друг,77,0.003018
друг,78,0.001716
друг,79,0.000324
друг,80,0.000736
друг,81,0.000671
друг,82,0.000759
друг,83,0.000905
друг,87,0.000272
друг,88,0.000409
друг,89,0.001045
друг,9,0.000716
друг,92,0.000627
друг,93,0.000481
друг,95,0.000403
друг,99,0.001711
другой,1,0.000168
другой,10,0.00072
другой,100,0.000555
другой,11,0.000345
другой,14,0.000509
другой,15,0.000247
другой,16,9.4e-05
другой,17,0.000485
другой,18,0.000366
другой,19,9.4e-05
другой,2,8.9e-05
другой,20,8.7e-05
другой,21,0.000185
другой,22,0.000164
другой,23,0.000254
другой,24,0.000172
другой,25,0.000277
другой,26,0.000233
другой,27,0.000467
другой,28,0.000153
другой,29,0.000378
другой,3,0.000185
другой,30,0.000178
другой,31,0.000251
другой,32,0.000103
другой,33,0.000241
другой,34,0.000253
другой,35,0.000656
другой,36,0.000206
другой,37,0.000704
другой,4,0.000347
другой,41,0.000464
другой,42,0.000308
другой,43,9.4e-05
другой,44,9.4e-05
другой,45,0.000262
другой,46,0.000536
другой,49,0.000297
другой,5,0.000599
другой,50,0.000424
другой,51,0.000139
другой,52,0.000379
другой,53,0.000377
другой,55,8.7e-05
другой,56,0.000159
другой,57,0.000162
другой,58,0.000393
другой,59,0.000155
другой,6,0.000308
другой,61,0.000221
другой,62,0.000406
другой,63,0.000447
другой,64,0.000154
другой,65,0.000366
другой,66,0.000994
другой,67,0.000207
другой,7,0.000183
другой,70,0.000238
другой,71,0.000239
другой,72,6.1e-05
другой,73,0.000551
другой,74,0.000388
другой,75,0.000844
другой,77,0.000573
другой,78,0.000408
другой,79,0.000231
другой,8,0.000368
другой,80,8.7e-05
другой,81,0.000319
другой,82,9e-05
другой,83,0.000645
другой,84,0.000159
другой,85,0.00017
другой,86,0.000489
другой,87,6.5e-05
другой,88,0.000356
другой,9,8.5e-05
другой,90,0.000261
другой,91,0.000169
другой,92,0.000298
другой,93,0.000343
другой,95,0.000191
другой,96,0.000392
другой,97,7.8e-05
другой,98,0.000133
другой,99,0.000135
дружба,55,0.002034
дружба,59,0.003605
дружба,93,0.002658
дружелюбный,50,0.006466
дружить,22,0.001901
дружить,73,0.002563
дружить,77,0.003335
дружно,6,0.002349
дтп,8,0.002243
дть,13,0.001353
дть,16,0.011363
дть,18,0.001708
дть,22,0.001525
дть,41,0.001235
дть,99,0.002526
дуб,61,0.001124
дубином,63,0.002275
дубликат,88,0.00099
дублирование,16,0.000875
дублирование,28,0.002861
дублирование,32,0.001924
дублирование,4,0.003241
дублирование,51,0.0013
дублирование,97,0.001457
дублировать,1,0.001285
дублировать,13,0.001108
дублировать,16,0.000716
дублировать,18,0.001398
дублировать,23,0.001294
дублировать,24,0.001312
дублировать,26,0.001778
дублировать,28,0.001172
дублировать,57,0.001234
дублировать,74,0.001184
дубль,16,0.003268
дубль,79,0.001788
дубль,95,0.002227
дудергофский,67,0.00105
думать,100,0.000843
думать,11,0.002096
думать,14,0.001032
думать,15,0.000499
думать,17,0.001473
думать,2,0.001615
думать,20,0.000526
думать,22,0.000497
думать,23,0.000515
думать,25,0.000561
думать,30,0.000542
думать,32,0.00188
думать,33,0.000978
думать,34,0.001537
думать,35,0.000996
думать,38,0.000566
думать,4,0.000528
думать,41,0.001208
думать,42,0.000934
думать,43,0.00057
думать,5,0.000455
думать,50,0.001286
думать,52,0.000922
думать,54,0.000498
думать,55,0.000531
думать,56,0.000484
думать,57,0.000491
думать,67,0.000209
думать,7,0.000557
думать,77,0.000871
думать,79,0.000467
думать,83,0.001306
думать,88,0.000787
думать,9,0.000517
думать,90,0.002115
думать,91,0.000512
думать,92,0.000905
думать,93,0.000695
думать,97,0.000475
думать,99,0.000823
думина,67,0.00105
дуополия,99,0.004135
дурак,17,0.003703
дурацкий,95,0.005844
дурной,22,0.002496
дуров,29,0.00491
дуров,63,0.001933
дух,1,0.001023
дух,10,0.0035
дух,16,0.002278
дух,18,0.001112
дух,19,0.001147
дух,23,0.00103
дух,24,0.001045
дух,31,0.00203
дух,36,0.001669
дух,46,0.001085
дух,52,0.000922
дух,57,0.000982
дух,67,0.000418
дух,70,0.001442
дух,84,0.001926
дух,96,0.001191
духовность,96,0.002993
духовный,79,0.001995
духовный,96,0.005086
душа,18,0.001818
душа,24,0.001708
душа,26,0.002313
душа,43,0.001863
душа,5,0.001489
душить,51,0.002128
душный,15,0.002132
душный,19,0.004898
дык,88,0.001678
дык,93,0.002965
дым,3,0.001976
дым,30,0.001906
дым,36,0.001465
дым,5,0.0016
дыра,15,0.001633
дыра,25,0.001833
дыра,4,0.001726
дыра,49,0.001477
дыра,83,0.004269
дырка,36,0.002095
дыхание,40,0.00169
дыхание,51,0.001487
дыхание,67,0.000734
дыхание,86,0.00149
дыхательный,85,0.002588
дышать,11,0.004012
дышать,53,0.002192
дышать,86,0.001624
дэвид,6,0.001788
дэвид,63,0.001732
дэвид,82,0.002097
дэн,63,0.00159
дэн,86,0.00149
дэн,87,0.002752
дэн,97,0.003338
дюйм,35,0.003812
дюйм,50,0.00985
дюйм,53,0.002192
дюймовый,53,0.004024
дюймовый,7,0.001957
дюймовый,87,0.001378
дюймовый,95,0.002044
дюралюминий,35,0.005006
дядька,93,0.003491
дёготь,36,0.002095
дёмин,73,0.003366
дёргать,99,0.004135
дёргаться,1,0.001672
дёргаться,16,0.000932
дёргаться,18,0.001818
дёргаться,24,0.001708
дёргаться,57,0.001606
еаэс,29,0.002887
евангелизм,14,0.002593
евангелист,81,0.004868
евгений,12,0.001755
евгений,13,0.001279
евгений,51,0.001229
евгений,65,0.003228
евгений,69,0.001633
евгений,90,0.001534
евгений,97,0.001377
евраз,85,0.002588
евразийский,29,0.002887
еврейский,61,0.001909
еврейский,63,0.001933
евро,23,0.002199
евро,67,0.000892
евродвушка,9,0.002597
еврокомиссия,29,0.005779
европа,13,0.001441
европа,6,0.001528
европа,61,0.00219
европа,67,0.000683
европа,85,0.00337
европейский,13,0.002558
европейский,23,0.001495
европейский,29,0.001667
европейский,43,0.001654
европейский,61,0.000649
европейский,64,0.002723
европейский,67,0.000606
евросоюз,86,0.002132
египетский,6,0.002349
египтянин,49,0.00227
егор,10,0.003736
егор,64,0.004006
еда,15,0.001377
еда,17,0.002031
еда,42,0.002574
еда,6,0.001288
еда,67,0.001154
еда,77,0.007203
еда,85,0.004261
еда,87,0.001081
едва,65,0.004257
едва,67,0.000799
едва,7,0.002132
единица,16,0.000875
единица,88,0.000605
единица,89,0.002315
единица,90,0.001623
единица,93,0.002133
единица,95,0.001787
единичный,36,0.00178
единичный,38,0.002418
единовременно,58,0.006803
единовременно,75,0.002433
единовременный,58,0.017009
единовременный,71,0.00124
единогласно,63,0.002275
единолично,74,0.002367
единоличный,37,0.005374
единоразов,58,0.008008
единственно,3,0.002828
единственный,1,0.000871
единственный,13,0.000751
единственный,15,0.000851
единственный,16,0.000969
единственный,17,0.001255
единственный,24,0.00089
единственный,25,0.000955
единственный,26,0.001205
единственный,36,0.001422
единственный,6,0.000796
единственный,7,0.001898
единственный,73,0.001141
единственный,75,0.000971
единственный,8,0.00076
единственный,83,0.00667
единственный,84,0.000819
единственный,88,0.000336
единственный,9,0.00088
единственный,95,0.000991
единственный,96,0.001014
единственный,99,0.005609
единство,80,0.002666
единый,13,0.001414
единый,16,0.000457
единый,22,0.002391
единый,23,0.001652
единый,26,0.002269
единый,27,0.00076
единый,28,0.001495
единый,30,0.00087
единый,37,0.000572
единый,40,0.000772
единый,52,0.002218
единый,56,0.000776
единый,67,0.000335
единый,68,0.001358
единый,78,0.003973
единый,80,0.001703
единый,82,0.000879
единый,86,0.00068
единый,87,0.001257
единый,91,0.001645
единый,94,0.001287
единый,96,0.000955
единый,98,0.001298
еее,50,0.006466
ежегодно,5,0.001398
ежегодно,58,0.002448
ежегодно,6,0.001435
ежегодно,73,0.002057
ежегодно,76,0.003072
ежегодно,9,0.001587
ежегодный,67,0.000734
ежегодный,68,0.002974
ежегодный,8,0.001568
ежегодный,84,0.00169
ежедневно,5,0.0016
ежедневно,67,0.000734
ежедневно,85,0.003621
ежедневно,91,0.001799
ежедневный,20,0.00145
ежедневный,24,0.00144
ежедневный,33,0.001346
ежедневный,38,0.001561
ежедневный,52,0.00127
ежедневный,56,0.001334
ежедневный,63,0.001248
ежедневный,75,0.001571
ежеквартальный,56,0.002432
ежемесячно,25,0.002146
ежемесячно,70,0.005523
ежемесячно,89,0.002886
ежемесячный,17,0.006786
ежемесячный,25,0.001722
ежемесячный,28,0.002861
ежемесячный,30,0.003328
ежемесячный,58,0.012233
ежемесячный,68,0.0026
еженедельный,4,0.001854
еженедельный,41,0.002826
еженедельный,56,0.0017
еженедельный,87,0.001378
ездить,12,0.002314
ездить,6,0.003577
ездить,84,0.001841
екатерина,14,0.001812
екатерина,49,0.001587
екатерина,67,0.000734
екатерина,77,0.003061
екатеринбург,27,0.002023
екатеринбург,64,0.004006
еле,36,0.002095
елена,79,0.001995
елена,80,0.002265
елизавета,54,0.002128
елизавета,63,0.001933
елисей,87,0.001971
елян,6,0.002349
емейл,88,0.00099
енго,61,0.001124
енерировать,98,0.004066
ермак,64,0.004716
ерунда,16,0.001432
ерёменок,9,0.002597
ес,13,0.003373
ес,15,0.001911
ес,23,0.003941
есенин,61,0.003366
есличто,97,0.002385
еспд,97,0.002385
естественно,20,0.002013
естественно,3,0.002153
естественно,56,0.001851
естественный,10,0.004216
естественный,11,0.002525
естественный,39,0.002675
естественный,49,0.001088
естественный,73,0.001614
естественный,84,0.001159
естественный,85,0.002483
естественный,86,0.006134
естественный,87,0.000945
естественный,96,0.002869
естественный,99,0.001982
естествознание,86,0.002132
есть,14,0.001422
есть,15,0.001377
есть,24,0.00144
есть,30,0.001495
есть,33,0.001346
есть,49,0.001245
есть,67,0.000576
есть,85,0.002841
ефрем,64,0.023569
ехать,43,0.008009
ехать,6,0.003283
ехать,84,0.00169
ехать,99,0.002891
ещё,1,0.00024
ещё,10,0.000823
ещё,100,0.001189
ещё,12,0.000284
ещё,13,0.000207
ещё,14,0.000485
ещё,15,0.000939
ещё,16,0.001338
ещё,19,0.001079
ещё,2,0.001012
ещё,23,0.000242
ещё,24,0.000491
ещё,25,0.000791
ещё,26,0.000333
ещё,27,0.000445
ещё,28,0.000877
ещё,29,0.00027
ещё,30,0.000255
ещё,31,0.000955
ещё,32,0.000295
ещё,33,0.001379
ещё,34,0.000482
ещё,35,0.000468
ещё,36,0.000392
ещё,38,0.000266
ещё,4,0.000496
ещё,41,0.000946
ещё,42,0.000439
ещё,43,0.000804
ещё,45,0.000747
ещё,46,0.001021
ещё,48,0.000321
ещё,49,0.000637
ещё,5,0.000214
ещё,50,0.000605
ещё,51,0.000398
ещё,52,0.00065
ещё,53,0.000808
ещё,54,0.000469
ещё,55,0.00075
ещё,56,0.000455
ещё,57,0.000462
ещё,6,0.00066
ещё,7,0.00131
ещё,76,0.001411
ещё,79,0.00022
ещё,8,0.00021
ещё,80,0.000749
ещё,82,0.000515
ещё,83,0.001841
ещё,84,0.000906
ещё,85,0.000485
ещё,86,0.000399
ещё,87,0.000184
ещё,88,0.010448
ещё,89,0.000355
ещё,9,0.000728
ещё,90,0.000249
ещё,91,0.000482
ещё,92,0.013196
ещё,93,0.015338
ещё,94,0.000754
ещё,95,0.000547
ещё,96,0.00028
ещё,99,0.001548
её,10,0.000701
её,100,0.000675
её,11,0.002519
её,12,0.000969
её,14,0.000826
её,15,0.0008
её,17,0.00059
её,19,0.001379
её,2,0.000431
её,21,0.0036
её,23,0.000412
её,24,0.000837
её,26,0.000567
её,27,0.000379
её,29,0.000921
её,33,0.001566
её,34,0.00041
её,35,0.000798
её,36,0.000334
её,40,0.001157
её,41,0.000967
её,42,0.001497
её,49,0.000724
её,5,0.001823
её,50,0.00103
её,55,0.001277
её,56,0.001163
её,6,0.000374
её,7,0.000446
её,74,0.000377
её,79,0.000374
её,8,0.000357
её,80,0.000425
её,81,0.000776
её,82,0.000439
её,83,0.002091
её,84,0.000771
её,85,0.000412
её,86,0.00068
её,87,0.000628
её,88,0.000158
её,89,0.000604
её,91,0.000821
её,92,0.000725
её,95,0.001863
её,96,0.000477
её,97,0.00038
её,99,0.000659
жадность,36,0.002095
жалеть,30,0.001906
жалеть,36,0.002932
жалеть,38,0.001989
жалеть,53,0.002012
жалкий,48,0.003435
жалко,38,0.002418
жалко,88,0.000841
жалоба,39,0.00535
жалоба,59,0.002269
жалоба,60,0.002095
жалоба,62,0.001982
жалоба,63,0.00109
жалоба,64,0.004518
жалоба,65,0.00268
жалоба,68,0.00204
жалоба,69,0.000678
жалоба,70,0.001737
жалоба,73,0.001614
жаловаться,13,0.001441
жаловаться,59,0.00308
жаловаться,70,0.002358
жаловаться,88,0.000644
жаловаться,99,0.00269
жаль,51,0.002128
жалюзи,79,0.002349
жанр,16,0.000827
жанр,20,0.003055
жанр,33,0.001417
жанр,67,0.000606
жанр,79,0.002715
жанр,80,0.003082
жанр,95,0.003375
жара,36,0.00178
жара,6,0.001995
жаргон,100,0.004237
жаркий,15,0.00251
жаркое,6,0.002349
ждать,10,0.00095
ждать,11,0.001137
ждать,14,0.00056
ждать,19,0.000622
ждать,20,0.001142
ждать,23,0.000559
ждать,24,0.000567
ждать,26,0.000768
ждать,27,0.001541
ждать,30,0.000589
ждать,32,0.00068
ждать,33,0.00053
ждать,36,0.001358
ждать,38,0.001844
ждать,4,0.000573
ждать,41,0.000436
ждать,43,0.001855
ждать,46,0.001178
ждать,47,0.000851
ждать,5,0.000494
ждать,51,0.000459
ждать,52,0.0005
ждать,55,0.001153
ждать,56,0.001051
ждать,57,0.000533
ждать,6,0.000507
ждать,67,0.000227
ждать,7,0.001209
ждать,8,0.000484
ждать,86,0.002303
ждать,87,0.000426
ждать,88,0.00064
ждать,89,0.002455
ждать,9,0.000561
ждать,92,0.000982
ждать,93,0.000754
ждать,99,0.000893
жевать,28,0.001785
жевать,46,0.002076
жевать,54,0.001908
желание,1,0.001547
желание,10,0.002648
желание,22,0.001504
желание,24,0.00158
желание,25,0.001697
желание,26,0.00107
желание,29,0.000869
желание,34,0.00155
желание,36,0.000631
желание,4,0.001597
желание,44,0.000868
желание,48,0.001034
желание,53,0.000866
желание,56,0.001465
желание,57,0.001487
желание,58,0.001206
желание,59,0.001425
желание,70,0.001091
желание,84,0.000728
желание,86,0.000642
желание,87,0.000593
желание,88,0.000298
желание,90,0.0008
желание,93,0.001051
желание,98,0.001224
желательно,95,0.002924
желать,26,0.00195
желать,29,0.001584
желать,41,0.001109
желать,43,0.001571
желать,55,0.001465
желать,7,0.001536
желать,74,0.001298
желать,75,0.001571
железа,19,0.001761
железа,3,0.003458
железа,48,0.002099
железа,50,0.00395
железа,8,0.00137
железа,84,0.001477
железка,3,0.002402
железка,55,0.002269
железнодорожный,51,0.00162
железнодорожный,68,0.00324
железнодорожный,9,0.001978
железный,15,0.001449
железный,17,0.002138
железный,22,0.001441
железный,3,0.003268
железный,53,0.001662
железный,6,0.001356
железный,7,0.001617
железо,1,0.000672
железо,100,0.001108
железо,12,0.003973
железо,15,0.003937
железо,19,0.001507
железо,20,0.000691
железо,23,0.001353
железо,26,0.000929
железо,3,0.007396
железо,31,0.000667
железо,33,0.000642
железо,38,0.000744
железо,40,0.000632
железо,43,0.010482
железо,46,0.000713
железо,48,0.000898
железо,50,0.011836
железо,53,0.007525
железо,57,0.000645
железо,6,0.001228
железо,7,0.017566
железо,78,0.001627
железо,79,0.001843
железо,8,0.000586
железо,82,0.00144
железо,84,0.000632
железо,85,0.000677
железо,86,0.000557
железо,87,0.002059
железо,89,0.000991
железяка,51,0.002128
железячный,89,0.00379
желудок,85,0.002588
жемчужина,67,0.00105
жена,19,0.001665
жена,38,0.001643
жена,59,0.002734
жена,7,0.001617
жена,77,0.002529
жена,9,0.0015
жена,95,0.001689
женщина,14,0.001497
женщина,58,0.013873
женщина,61,0.001298
женщина,63,0.002627
женщина,67,0.001215
женщина,68,0.007374
женщина,69,0.001633
жером,77,0.00438
жертва,40,0.001071
жертва,49,0.001006
жертва,60,0.001936
жертва,62,0.001832
жертва,63,0.010081
жертва,64,0.002089
жертва,65,0.002477
жертва,68,0.001885
жертва,69,0.000626
жертва,70,0.001606
жертва,73,0.001491
жертва,8,0.001989
жертва,85,0.001147
жертвовать,32,0.002676
жертвовать,33,0.002085
жест,6,0.001995
жест,90,0.002257
жестокий,42,0.004693
жестокость,37,0.001791
жечь,10,0.004398
живить,45,0.003993
живой,1,0.000602
живой,10,0.003091
живой,14,0.000607
живой,16,0.001341
живой,17,0.000867
живой,18,0.001965
живой,22,0.000585
живой,24,0.000615
живой,25,0.00066
живой,26,0.0025
живой,28,0.000549
живой,31,0.000598
живой,32,0.000738
живой,34,0.000603
живой,4,0.000621
живой,46,0.000639
живой,49,0.001064
живой,51,0.000997
живой,54,0.000587
живой,56,0.00114
живой,57,0.000578
живой,6,0.00055
живой,67,0.000493
живой,79,0.00055
живой,80,0.000625
живой,86,0.000999
живой,87,0.000462
живой,89,0.000888
живой,9,0.000608
живой,90,0.000622
живой,91,0.000603
живой,94,0.000945
